"Date","Price","Open","High","Low","Vol.","Change %"
"05/11/2021","1,737.77","1,740.83","1,740.99","1,735.79","","-0.21%"
"05/10/2021","1,741.49","1,740.28","1,743.68","1,738.86","","0.39%"
"05/07/2021","1,734.67","1,730.08","1,741.34","1,729.51","","0.42%"
"05/06/2021","1,727.48","1,724.58","1,730.29","1,723.10","","0.16%"
"05/05/2021","1,724.71","1,723.16","1,724.71","1,721.02","","0.09%"
"05/04/2021","1,723.17","1,724.61","1,724.72","1,720.49","","-0.05%"
"05/03/2021","1,724.08","1,724.42","1,725.23","1,721.20","","-0.06%"
"04/30/2021","1,725.10","1,729.16","1,729.91","1,722.92","","-0.23%"
"04/29/2021","1,729.07","1,727.94","1,731.69","1,726.85","","0.27%"
"04/28/2021","1,724.41","1,722.86","1,727.69","1,721.96","","0.04%"
"04/27/2021","1,723.66","1,724.40","1,725.62","1,722.29","","0.05%"
"04/26/2021","1,722.75","1,719.30","1,724.48","1,718.67","","0.31%"
"04/23/2021","1,717.49","1,717.11","1,720.16","1,716.13","","-0.01%"
"04/22/2021","1,717.60","1,715.17","1,718.28","1,714.87","","0.13%"
"04/21/2021","1,715.40","1,714.45","1,715.40","1,712.74","","-0.12%"
"04/20/2021","1,717.43","1,715.36","1,720.21","1,713.28","","0.19%"
"04/19/2021","1,714.17","1,711.42","1,715.44","1,710.12","","0.16%"
"04/16/2021","1,711.49","1,711.00","1,713.07","1,707.71","","0.17%"
"04/15/2021","1,708.63","1,707.30","1,710.95","1,702.62","","0.16%"
"04/14/2021","1,705.98","1,702.25","1,706.71","1,701.60","","0.36%"
"04/13/2021","1,699.81","1,699.92","1,702.20","1,697.21","","-0.02%"
"04/12/2021","1,700.20","1,700.16","1,701.54","1,697.69","","-0.04%"
"04/09/2021","1,700.85","1,704.80","1,705.57","1,700.00","","-0.23%"
"04/08/2021","1,704.73","1,704.57","1,705.17","1,701.67","","-0.05%"
"04/07/2021","1,705.51","1,706.63","1,708.41","1,703.01","","0.05%"
"04/06/2021","1,704.70","1,702.24","1,706.48","1,701.32","","0.24%"
"04/05/2021","1,700.68","1,698.62","1,702.56","1,697.78","","0.11%"
"04/02/2021","1,698.73","1,699.26","1,700.68","1,698.02","","0.01%"
"04/01/2021","1,698.61","1,702.15","1,702.35","1,696.10","","-0.09%"
"03/31/2021","1,700.17","1,694.98","1,702.23","1,694.24","","0.30%"
"03/30/2021","1,695.05","1,696.55","1,697.07","1,692.71","","-0.11%"
"03/29/2021","1,696.95","1,700.01","1,700.18","1,693.98","","-0.21%"
"03/26/2021","1,700.56","1,699.67","1,702.14","1,698.40","","0.03%"
"03/25/2021","1,699.99","1,702.69","1,702.87","1,697.06","","-0.23%"
"03/24/2021","1,703.88","1,705.72","1,706.69","1,701.75","","-0.31%"
"03/23/2021","1,709.20","1,712.42","1,712.64","1,705.34","","-0.05%"
"03/22/2021","1,710.00","1,710.71","1,712.05","1,709.40","","-0.08%"
"03/19/2021","1,711.41","1,710.17","1,712.42","1,707.12","","-0.11%"
"03/18/2021","1,713.21","1,714.72","1,716.07","1,708.77","","0.25%"
"03/17/2021","1,709.01","1,711.23","1,714.56","1,707.82","","-0.18%"
"03/16/2021","1,712.02","1,711.23","1,712.99","1,709.65","","0.16%"
"03/15/2021","1,709.25","1,709.72","1,712.28","1,707.56","","-0.03%"
"03/12/2021","1,709.83","1,714.62","1,716.16","1,706.86","","-0.04%"
"03/11/2021","1,710.55","1,706.30","1,714.19","1,704.66","","0.52%"
"03/10/2021","1,701.67","1,702.26","1,706.20","1,697.90","","0.19%"
"03/09/2021","1,698.40","1,696.34","1,703.11","1,693.02","","-0.13%"
"03/08/2021","1,700.67","1,706.69","1,708.46","1,694.36","","-0.57%"
"03/05/2021","1,710.39","1,710.86","1,713.00","1,705.67","","-0.41%"
"03/04/2021","1,717.40","1,716.46","1,718.08","1,711.52","","-0.02%"
"03/03/2021","1,717.78","1,715.88","1,720.51","1,714.19","","0.18%"
"03/02/2021","1,714.72","1,717.41","1,717.81","1,712.85","","-0.17%"
"03/01/2021","1,717.61","1,713.44","1,719.00","1,713.13","","0.10%"
"02/26/2021","1,715.92","1,719.93","1,720.15","1,711.45","","-0.59%"
"02/25/2021","1,726.16","1,729.85","1,730.89","1,718.79","","-0.09%"
"02/24/2021","1,727.69","1,726.53","1,731.31","1,726.10","","0.05%"
"02/23/2021","1,726.86","1,724.83","1,726.86","1,722.72","","0.22%"
"02/22/2021","1,723.10","1,727.83","1,728.51","1,720.78","","-0.25%"
"02/19/2021","1,727.40","1,724.64","1,729.44","1,723.65","","0.18%"
"02/18/2021","1,724.32","1,726.82","1,728.73","1,722.01","","-0.19%"
"02/17/2021","1,727.68","1,727.45","1,727.68","1,724.51","","-0.21%"
"02/16/2021","1,731.39","1,730.38","1,732.12","1,726.28","","-0.07%"
"02/15/2021","1,732.65","1,728.60","1,732.65","1,728.42","","0.18%"
"02/12/2021","1,729.57","1,728.14","1,729.57","1,725.64","","0.02%"
"02/11/2021","1,729.14","1,725.67","1,729.14","1,725.30","","0.07%"
"02/10/2021","1,727.99","1,727.03","1,729.67","1,725.27","","0.25%"
"02/09/2021","1,723.60","1,723.52","1,727.10","1,722.47","","0.09%"
"02/08/2021","1,722.11","1,720.30","1,723.51","1,719.26","","0.24%"
"02/05/2021","1,718.03","1,716.86","1,720.96","1,713.21","","0.05%"
"02/04/2021","1,717.18","1,720.88","1,721.21","1,715.17","","-0.19%"
"02/03/2021","1,720.45","1,721.00","1,721.89","1,718.71","","0.06%"
"02/02/2021","1,719.50","1,716.22","1,720.89","1,715.38","","0.20%"
"02/01/2021","1,716.00","1,718.98","1,719.91","1,714.50","","-0.07%"
"01/29/2021","1,717.21","1,717.91","1,721.79","1,713.52","","0.21%"
"01/28/2021","1,713.62","1,715.59","1,719.31","1,710.41","","-0.28%"
"01/27/2021","1,718.37","1,721.95","1,722.09","1,713.79","","-0.06%"
"01/26/2021","1,719.35","1,717.55","1,721.73","1,714.10","","0.13%"
"01/25/2021","1,717.14","1,716.71","1,719.38","1,715.57","","-0.05%"
"01/22/2021","1,717.92","1,724.92","1,724.96","1,716.09","","-0.39%"
"01/21/2021","1,724.66","1,726.34","1,727.49","1,722.20","","0.01%"
"01/20/2021","1,724.42","1,721.24","1,725.47","1,720.56","","0.25%"
"01/19/2021","1,720.17","1,718.69","1,722.54","1,717.90","","0.06%"
"01/18/2021","1,719.06","1,719.65","1,720.05","1,715.05","","-0.15%"
"01/15/2021","1,721.67","1,724.92","1,725.76","1,718.51","","-0.16%"
"01/14/2021","1,724.46","1,721.25","1,725.36","1,719.76","","0.07%"
"01/13/2021","1,723.28","1,722.83","1,724.49","1,720.06","","0.29%"
"01/12/2021","1,718.34","1,714.07","1,722.70","1,713.32","","0.19%"
"01/11/2021","1,715.06","1,719.16","1,719.30","1,711.74","","-0.37%"
"01/08/2021","1,721.38","1,717.53","1,723.38","1,716.15","","-0.07%"
"01/07/2021","1,722.54","1,725.89","1,727.60","1,716.92","","-0.21%"
"01/06/2021","1,726.14","1,727.05","1,729.73","1,724.25","","0.03%"
"01/05/2021","1,725.55","1,725.98","1,732.15","1,722.84","","-0.22%"
"01/04/2021","1,729.39","1,721.56","1,731.69","1,720.99","","0.56%"
"01/01/2021","1,719.84","1,721.04","1,721.39","1,719.84","","0.01%"
"12/31/2020","1,719.74","1,720.15","1,722.25","1,717.75","","-0.02%"
"12/30/2020","1,720.12","1,717.10","1,721.19","1,716.69","","0.13%"
"12/29/2020","1,717.81","1,714.52","1,718.22","1,714.14","","0.23%"
"12/28/2020","1,713.84","1,713.86","1,716.80","1,713.10","","-0.04%"
"12/25/2020","1,714.52","1,714.43","1,716.32","1,713.30","","0.01%"
"12/24/2020","1,714.41","1,710.77","1,714.41","1,710.32","","0.21%"
"12/23/2020","1,710.82","1,709.09","1,712.31","1,707.42","","0.07%"
"12/22/2020","1,709.68","1,711.68","1,712.16","1,708.52","","-0.09%"
"12/21/2020","1,711.14","1,715.14","1,715.43","1,705.15","","-0.31%"
"12/18/2020","1,716.43","1,719.18","1,719.22","1,716.09","","-0.15%"
"12/17/2020","1,719.08","1,716.88","1,719.24","1,716.51","","0.21%"
"12/16/2020","1,715.48","1,716.83","1,718.55","1,714.37","","0.09%"
"12/15/2020","1,714.02","1,712.55","1,716.53","1,710.87","","-0.01%"
"12/14/2020","1,714.23","1,713.59","1,716.52","1,711.73","","-0.01%"
"12/11/2020","1,714.34","1,715.28","1,716.70","1,712.32","","-0.01%"
"12/10/2020","1,714.47","1,712.22","1,715.35","1,710.45","","-0.03%"
"12/09/2020","1,715.02","1,714.67","1,718.10","1,710.50","","-0.08%"
"12/08/2020","1,716.33","1,714.01","1,716.33","1,712.62","","0.11%"
"12/07/2020","1,714.50","1,713.04","1,715.66","1,709.11","","0.09%"
"12/04/2020","1,713.01","1,707.71","1,713.76","1,707.41","","0.42%"
"12/03/2020","1,705.83","1,701.14","1,709.67","1,701.00","","0.35%"
"12/02/2020","1,699.93","1,699.19","1,702.61","1,697.92","","0.10%"
"12/01/2020","1,698.29","1,692.33","1,698.82","1,692.02","","0.37%"
"11/30/2020","1,692.09","1,695.06","1,696.37","1,691.39","","-0.15%"
"11/27/2020","1,694.57","1,695.15","1,696.33","1,692.71","","-0.10%"
"11/26/2020","1,696.25","1,695.43","1,697.69","1,694.46","","0.17%"
"11/25/2020","1,693.35","1,692.04","1,696.03","1,691.35","","0.10%"
"11/24/2020","1,691.63","1,688.06","1,691.78","1,687.97","","0.05%"
"11/23/2020","1,690.82","1,691.67","1,693.82","1,687.12","","-0.04%"
"11/20/2020","1,691.58","1,690.60","1,692.97","1,689.92","","0.13%"
"11/19/2020","1,689.38","1,693.18","1,693.30","1,685.94","","-0.46%"
"11/18/2020","1,697.11","1,694.00","1,697.87","1,692.92","","0.24%"
"11/17/2020","1,693.07","1,689.40","1,694.15","1,689.36","","0.23%"
"11/16/2020","1,689.17","1,684.20","1,689.79","1,684.08","","0.55%"
"11/13/2020","1,679.97","1,680.86","1,684.31","1,678.43","","-0.04%"
"11/12/2020","1,680.67","1,681.09","1,683.20","1,678.53","","-0.09%"
"11/11/2020","1,682.19","1,681.38","1,686.06","1,679.11","","-0.12%"
"11/10/2020","1,684.27","1,681.21","1,685.65","1,678.91","","-0.28%"
"11/09/2020","1,689.06","1,681.12","1,691.40","1,680.56","","0.65%"
"11/06/2020","1,678.09","1,677.68","1,680.86","1,673.74","","0.35%"
"11/05/2020","1,672.25","1,666.56","1,677.91","1,664.07","","0.90%"
"11/04/2020","1,657.36","1,659.46","1,667.56","1,645.31","","-0.10%"
"11/03/2020","1,659.06","1,655.91","1,660.65","1,655.02","","0.27%"
"11/02/2020","1,654.56","1,655.31","1,656.90","1,653.85","","-0.04%"
"10/30/2020","1,655.16","1,655.01","1,658.30","1,652.98","","0.09%"
"10/29/2020","1,653.62","1,651.88","1,656.29","1,651.24","","-0.10%"
"10/28/2020","1,655.26","1,658.91","1,659.58","1,651.00","","-0.32%"
"10/27/2020","1,660.50","1,658.91","1,663.23","1,658.58","","-0.07%"
"10/26/2020","1,661.59","1,662.76","1,663.29","1,656.88","","-0.12%"
"10/23/2020","1,663.55","1,661.34","1,666.17","1,660.15","","-0.03%"
"10/22/2020","1,664.03","1,664.24","1,664.79","1,659.32","","-0.04%"
"10/21/2020","1,664.75","1,659.80","1,666.09","1,659.73","","0.32%"
"10/20/2020","1,659.36","1,657.99","1,661.06","1,656.58","","0.12%"
"10/19/2020","1,657.45","1,654.80","1,659.06","1,654.18","","0.20%"
"10/16/2020","1,654.14","1,651.01","1,655.78","1,650.25","","0.22%"
"10/15/2020","1,650.55","1,653.12","1,653.83","1,648.01","","-0.10%"
"10/14/2020","1,652.21","1,649.21","1,654.52","1,649.15","","0.05%"
"10/13/2020","1,651.34","1,652.03","1,653.70","1,648.09","","-0.12%"
"10/12/2020","1,653.40","1,658.39","1,658.41","1,649.95","","-0.12%"
"10/09/2020","1,655.33","1,645.50","1,659.88","1,645.24","","0.77%"
"10/08/2020","1,642.73","1,643.11","1,645.47","1,642.13","","0.13%"
"10/07/2020","1,640.55","1,639.47","1,644.15","1,639.11","","-0.10%"
"10/06/2020","1,642.20","1,643.63","1,644.39","1,639.30","","0.16%"
"10/05/2020","1,639.50","1,637.86","1,644.00","1,637.86","","0.23%"
"10/02/2020","1,635.74","1,639.32","1,639.32","1,635.74","","0.00%"
"10/01/2020","1,635.79","1,636.86","1,641.26","1,635.79","","0.15%"
"09/30/2020","1,633.26","1,630.45","1,636.82","1,628.64","","0.28%"
"09/29/2020","1,628.65","1,628.35","1,630.93","1,626.00","","0.10%"
"09/28/2020","1,627.06","1,627.07","1,631.12","1,626.43","","-0.06%"
"09/25/2020","1,627.98","1,629.23","1,632.55","1,624.11","","0.07%"
"09/24/2020","1,626.79","1,629.97","1,631.02","1,623.56","","-0.48%"
"09/23/2020","1,634.60","1,640.28","1,640.72","1,629.46","","-0.36%"
"09/22/2020","1,640.46","1,639.70","1,644.38","1,637.86","","-0.10%"
"09/21/2020","1,642.16","1,646.45","1,650.87","1,636.89","","-0.46%"
"09/18/2020","1,649.70","1,648.03","1,652.92","1,645.61","","0.22%"
"09/17/2020","1,646.00","1,647.52","1,647.96","1,643.23","","-0.04%"
"09/16/2020","1,646.72","1,641.44","1,648.89","1,641.00","","0.27%"
"09/15/2020","1,642.27","1,637.54","1,644.39","1,637.24","","0.41%"
"09/14/2020","1,635.52","1,632.28","1,637.67","1,632.28","","0.18%"
"09/11/2020","1,632.57","1,630.96","1,633.41","1,630.45","","0.02%"
"09/10/2020","1,632.25","1,632.84","1,634.71","1,630.52","","0.10%"
"09/09/2020","1,630.63","1,626.22","1,633.30","1,624.93","","0.11%"
"09/08/2020","1,628.85","1,631.45","1,632.51","1,624.83","","-0.16%"
"09/07/2020","1,631.44","1,631.03","1,633.05","1,630.17","","0.03%"
"09/04/2020","1,630.87","1,629.11","1,632.07","1,628.73","","0.02%"
"09/03/2020","1,630.60","1,629.98","1,631.53","1,627.63","","-0.03%"
"09/02/2020","1,631.06","1,633.52","1,633.57","1,628.03","","-0.25%"
"09/01/2020","1,635.14","1,627.18","1,635.14","1,626.98","","0.56%"
"08/31/2020","1,626.04","1,629.85","1,631.67","1,626.04","","-0.04%"
"08/28/2020","1,626.66","1,618.44","1,629.22","1,617.64","","0.46%"
"08/27/2020","1,619.25","1,618.81","1,621.88","1,616.57","","0.09%"
"08/26/2020","1,617.73","1,616.76","1,619.45","1,616.54","","0.12%"
"08/25/2020","1,615.77","1,614.00","1,616.74","1,613.94","","0.07%"
"08/24/2020","1,614.68","1,610.97","1,616.34","1,610.52","","0.14%"
"08/21/2020","1,612.37","1,613.77","1,615.19","1,609.12","","0.11%"
"08/20/2020","1,610.52","1,613.49","1,613.80","1,609.03","","-0.41%"
"08/19/2020","1,617.09","1,615.52","1,618.28","1,614.01","","0.18%"
"08/18/2020","1,614.19","1,611.86","1,617.14","1,610.98","","0.16%"
"08/17/2020","1,611.57","1,612.01","1,613.91","1,611.25","","-0.06%"
"08/14/2020","1,612.57","1,613.36","1,613.85","1,610.72","","-0.04%"
"08/13/2020","1,613.15","1,612.66","1,613.57","1,610.79","","0.14%"
"08/12/2020","1,610.92","1,612.54","1,613.03","1,609.71","","-0.01%"
"08/11/2020","1,611.12","1,607.58","1,613.07","1,606.65","","0.19%"
"08/10/2020","1,608.01","1,606.47","1,609.88","1,606.11","","-0.04%"
"08/07/2020","1,608.65","1,612.38","1,613.04","1,605.54","","-0.24%"
"08/06/2020","1,612.60","1,615.42","1,616.78","1,610.60","","-0.09%"
"08/05/2020","1,613.99","1,609.06","1,616.70","1,609.05","","0.45%"
"08/04/2020","1,606.75","1,608.34","1,608.95","1,604.35","","-0.07%"
"08/03/2020","1,607.87","1,611.08","1,611.83","1,605.99","","-0.26%"
"07/31/2020","1,612.07","1,612.04","1,615.42","1,609.95","","0.14%"
"07/30/2020","1,609.84","1,613.39","1,614.46","1,608.32","","-0.23%"
"07/29/2020","1,613.49","1,611.61","1,614.97","1,611.44","","0.13%"
"07/28/2020","1,611.33","1,614.42","1,616.63","1,610.52","","-0.12%"
"07/27/2020","1,613.28","1,606.83","1,614.08","1,606.83","","0.39%"
"07/24/2020","1,607.05","1,608.16","1,609.18","1,604.69","","-0.26%"
"07/23/2020","1,611.17","1,611.89","1,613.84","1,607.18","","-0.13%"
"07/22/2020","1,613.20","1,614.40","1,616.34","1,609.14","","0.16%"
"07/21/2020","1,610.61","1,607.22","1,614.88","1,606.31","","0.35%"
"07/20/2020","1,605.00","1,604.33","1,606.74","1,602.16","","0.10%"
"07/17/2020","1,603.32","1,604.92","1,605.25","1,602.42","","-0.06%"
"07/16/2020","1,604.33","1,606.24","1,606.24","1,602.86","","-0.19%"
"07/15/2020","1,607.31","1,603.11","1,608.03","1,603.08","","0.49%"
"07/14/2020","1,599.41","1,603.09","1,603.09","1,598.22","","-0.36%"
"07/13/2020","1,605.17","1,604.32","1,606.51","1,603.02","","0.11%"
"07/10/2020","1,603.48","1,605.36","1,605.36","1,600.69","","-0.21%"
"07/09/2020","1,606.81","1,605.39","1,609.20","1,604.29","","0.30%"
"07/08/2020","1,601.95","1,601.29","1,604.73","1,599.60","","0.00%"
"07/07/2020","1,601.90","1,603.55","1,605.58","1,599.31","","-0.08%"
"07/06/2020","1,603.18","1,597.77","1,605.23","1,597.71","","0.37%"
"07/03/2020","1,597.23","1,597.70","1,598.42","1,595.81","","-0.01%"
"07/02/2020","1,597.45","1,595.85","1,600.23","1,595.28","","0.15%"
"07/01/2020","1,595.11","1,592.52","1,595.96","1,590.32","","0.32%"
"06/30/2020","1,590.07","1,593.10","1,595.33","1,590.07","","-0.13%"
"06/29/2020","1,592.13","1,590.10","1,593.78","1,589.82","","0.06%"
"06/26/2020","1,591.11","1,594.39","1,595.65","1,589.56","","-0.17%"
"06/25/2020","1,593.76","1,592.19","1,595.23","1,591.33","","-0.16%"
"06/24/2020","1,596.29","1,598.86","1,600.82","1,592.54","","-0.11%"
"06/23/2020","1,598.06","1,594.90","1,599.65","1,590.59","","0.34%"
"06/22/2020","1,592.57","1,590.53","1,595.58","1,589.71","","0.11%"
"06/19/2020","1,590.84","1,587.73","1,592.90","1,587.02","","0.03%"
"06/18/2020","1,590.33","1,591.09","1,594.75","1,586.68","","-0.09%"
"06/17/2020","1,591.75","1,591.78","1,593.19","1,589.13","","-0.12%"
"06/16/2020","1,593.59","1,594.99","1,598.78","1,590.99","","0.26%"
"06/15/2020","1,589.41","1,596.39","1,596.39","1,589.41","","-0.49%"
"06/12/2020","1,597.19","1,597.60","1,600.59","1,594.32","","-0.29%"
"06/11/2020","1,601.88","1,607.30","1,609.51","1,597.47","","-0.34%"
"06/10/2020","1,607.38","1,604.81","1,612.23","1,604.32","","0.18%"
"06/09/2020","1,604.43","1,608.65","1,609.00","1,602.73","","0.10%"
"06/08/2020","1,602.86","1,603.10","1,608.32","1,600.83","","0.15%"
"06/05/2020","1,600.51","1,591.99","1,602.84","1,591.35","","0.58%"
"06/04/2020","1,591.33","1,593.53","1,593.65","1,589.00","","-0.18%"
"06/03/2020","1,594.23","1,590.14","1,594.47","1,589.19","","0.41%"
"06/02/2020","1,587.70","1,580.93","1,590.98","1,580.54","","0.49%"
"06/01/2020","1,580.01","1,576.35","1,582.03","1,576.31","","0.53%"
"05/29/2020","1,571.73","1,572.32","1,576.13","1,570.61","","0.00%"
"05/28/2020","1,571.67","1,571.18","1,575.16","1,570.05","","-0.01%"
"05/27/2020","1,571.83","1,575.39","1,575.63","1,568.93","","-0.19%"
"05/26/2020","1,574.88","1,568.26","1,576.03","1,568.22","","0.48%"
"05/25/2020","1,567.42","1,567.56","1,568.46","1,565.34","","0.06%"
"05/22/2020","1,566.54","1,571.80","1,571.85","1,563.72","","-0.38%"
"05/21/2020","1,572.51","1,571.11","1,573.35","1,568.16","","0.22%"
"05/20/2020","1,569.11","1,565.68","1,571.53","1,563.50","","0.17%"
"05/19/2020","1,566.40","1,564.72","1,567.61","1,564.16","","0.27%"
"05/18/2020","1,562.23","1,559.52","1,564.88","1,557.65","","0.06%"
"05/15/2020","1,561.34","1,563.26","1,563.36","1,557.97","","0.05%"
"05/14/2020","1,560.60","1,561.61","1,563.41","1,556.45","","-0.11%"
"05/13/2020","1,562.27","1,563.21","1,565.83","1,560.37","","-0.22%"
"05/12/2020","1,565.79","1,562.20","1,568.04","1,560.91","","0.03%"
"05/11/2020","1,565.28","1,567.64","1,569.18","1,561.98","","-0.13%"